,Date,Derived Earnings Growth,S&P,S&P Earnings,S&P SPS,S&P Margins,Actual Earnings Growth,Sales YoY Growth,Derived Margins
4392,2012-10-08,13.288344086824083,1455.88,103.45,1076.88,0.096064556867989,7.839049306786183,0.008722858869082861,
4393,2012-10-09,13.288344086824083,1441.48,103.45,1077.07,0.09604761064740454,7.839049306786183,0.008722858869082861,
4394,2012-10-10,13.288344086824083,1432.56,103.46,1077.36,0.09603103883567239,7.84947357448138,0.008722858869082861,
4395,2012-10-11,13.783188692853884,1432.84,103.45,1077.35,0.09602264816447767,7.839049306786183,0.008722858869082861,
4396,2012-10-12,13.075288311730702,1428.59,103.46,1077.35,0.09603193019909964,7.84947357448138,0.008722858869082861,
4397,2012-10-13,13.552922336013154,1428.59,103.46,1077.35,0.09603193019909964,7.84947357448138,0.008722858869082861,
4398,2012-10-14,13.15587961799568,1428.59,103.46,1077.35,0.09603193019909964,7.84947357448138,0.008722858869082861,
4399,2012-10-15,12.847793009459139,1440.13,103.46,1077.72,0.0959989607690309,7.84947357448138,0.008722858869082861,
4400,2012-10-16,12.847793009459139,1454.92,103.46,1077.72,0.0959989607690309,7.84947357448138,0.008722858869082861,
4401,2012-10-17,12.847793009459139,1460.91,103.46,1077.59,0.09601054204289201,7.84947357448138,0.008722858869082861,
4402,2012-10-18,12.580725855986685,1457.34,103.46,1077.56,0.09601321504138981,7.860717264386974,0.008722858869082861,
4403,2012-10-19,12.309113185830512,1433.19,103.48,1077.57,0.09603088430449995,7.881567973311099,0.008722858869082861,
4404,2012-10-20,12.39329385953127,1433.19,103.48,1077.57,0.09603088430449995,7.881567973311099,0.008722858869082861,
4405,2012-10-21,13.295216700796601,1433.19,103.48,1077.57,0.09603088430449995,7.881567973311099,0.008722858869082861,
4406,2012-10-22,12.51885307135629,1433.82,103.48,1077.56,0.09603177549278,7.881567973311099,0.008722858869082861,
4407,2012-10-23,12.51885307135629,1413.11,103.5,1077.99,0.09601202237497565,7.9249217935349225,0.008722858869082861,
4408,2012-10-24,12.51885307135629,1408.75,103.5,1077.95,0.09601558513845725,7.9249217935349225,0.008722858869082861,
4409,2012-10-25,13.138333006215845,1412.97,103.23,1077.96,0.09576422130691306,7.643378519290933,0.008722858869082861,
4410,2012-10-26,12.62118483961197,1411.94,103.22,1077.88,0.09576205143429695,7.632950990615206,0.008722858869082861,
4411,2012-10-27,12.021901585837924,1411.94,103.22,1077.88,0.09576205143429695,7.632950990615206,0.008722858869082861,
4412,2012-10-28,12.535021375143998,1411.94,103.22,1077.88,0.09576205143429695,7.632950990615206,0.008722858869082861,
4413,2012-10-29,11.599391227100142,1411.94,103.22,1077.86,0.09576382832649881,7.632950990615206,0.008722858869082861,
4414,2012-10-30,11.599391227100142,1411.94,103.22,1077.86,0.09576382832649881,7.632950990615206,0.008722858869082861,
4415,2012-10-31,11.599391227100142,1412.16,103.2,1077.91,0.09574083179486227,7.612095933263818,0.008722858869082861,
4416,2012-11-01,11.599391227100142,1427.59,103.21,1077.91,0.0957501090072455,3.906171348031817,0.008722858869082861,
4417,2012-11-02,11.083102382231601,1414.2,103.21,1078.09,0.09573412238310346,3.937562940584094,0.008722858869082861,
4418,2012-11-03,10.941714975262158,1414.2,103.21,1078.09,0.09573412238310346,3.937562940584094,0.008722858869082861,
4419,2012-11-04,10.934188979306356,1414.2,103.21,1078.09,0.09573412238310346,3.937562940584094,0.008722858869082861,
4420,2012-11-05,11.368658849365175,1417.26,103.21,1077.69,0.09576965546678542,3.948031020243725,0.008722858869082861,
4421,2012-11-06,12.058836544608795,1428.39,103.21,1077.72,0.0957669895705749,3.8434450145889754,0.008722858869082861,
4422,2012-11-07,12.058836544608795,1394.53,103.43,1072.79,0.09641215895002751,3.939302582655002,0.008722858869082861,
4423,2012-11-08,12.058836544608795,1377.51,103.43,1072.77,0.0964139563932623,3.9079766927868187,0.008722858869082861,
4424,2012-11-09,12.032651289926008,1379.85,103.43,1072.71,0.09641934912511303,3.918416557821769,0.008722858869082861,
4425,2012-11-10,12.521190719307498,1379.85,103.43,1072.71,0.09641934912511303,3.918416557821769,0.008722858869082861,
4426,2012-11-11,12.473160361499623,1379.85,103.43,1072.71,0.09641934912511303,3.918416557821769,0.008722858869082861,
4427,2012-11-12,12.704096367560425,1380.03,103.45,1072.84,0.096426307743932,3.928069117942523,0.008722858869082861,
4428,2012-11-13,12.337025930966348,1374.53,103.63,1072.87,0.09659138572240812,4.213596138374887,0.008722858869082861,
4429,2012-11-14,12.337025930966348,1355.49,103.61,1072.81,0.09657814524473113,4.18300653594772,0.008722858869082861,
4430,2012-11-15,12.337025930966348,1353.33,103.65,1072.76,0.09661993362914352,4.2232277526395245,0.008722858869082861,
4431,2012-11-16,12.669014678081595,1359.88,103.63,1072.76,0.09660129013013162,4.213596138374887,0.008722858869082861,
4432,2012-11-17,12.299597948301681,1359.88,103.63,1072.76,0.09660129013013162,4.213596138374887,0.008722858869082861,
4433,2012-11-18,12.033010578575642,1359.88,103.63,1072.76,0.09660129013013162,4.213596138374887,0.008722858869082861,
4434,2012-11-19,11.93921567427563,1386.89,103.65,1072.75,0.09662083430435796,4.202272041821664,0.008722858869082861,
4435,2012-11-20,13.046115983662759,1387.81,103.65,1072.49,0.09664425775531707,4.233708769107003,0.008722858869082861,
4436,2012-11-21,13.046115983662759,1391.03,103.65,1072.49,0.09664425775531707,4.2232277526395245,0.008722858869082861,
4437,2012-11-22,13.046115983662759,1391.03,103.64,1072.49,0.0966349336590551,4.213172448466573,0.008722858869082861,
4438,2012-11-23,13.30650459518759,1409.15,103.64,1072.49,0.0966349336590551,4.213172448466573,0.008722858869082861,
4439,2012-11-24,15.715479603189607,1409.15,103.64,1072.49,0.0966349336590551,4.213172448466573,0.008722858869082861,
4440,2012-11-25,15.547752922203955,1409.15,103.64,1072.49,0.0966349336590551,4.213172448466573,0.008722858869082861,
4441,2012-11-26,19.37570451418972,1406.29,103.65,1072.46,0.09664696119202582,4.202272041821664,0.008722858869082861,
4442,2012-11-27,20.462761570502636,1398.94,103.65,1072.45,0.09664786237120612,4.202272041821664,0.008722858869082861,
4443,2012-11-28,20.462761570502636,1409.93,103.65,1073.02,0.09659652196603978,4.202272041821664,0.008722858869082861,
4444,2012-11-29,20.462761570502636,1415.95,103.65,1072.81,0.09661543050493565,4.202272041821664,0.008722858869082861,
4445,2012-11-30,22.978071031487644,1416.18,103.65,1072.47,0.09664606002965118,4.170854271356794,0.008722858869082861,
